battery_id,ship_name,ship_type,country,battery_name,shell_size_inch,shell_weight_pounds,max_rate_of_fire_shoot_per_min,max_rate_of_fire_per_2_min,range_yards,damage_rating,caliber_length,distance_yards,distance_kyd,rate_of_fire,range_band,horizontal_penetration_inch,vertical_penetration_inch
25,Ping Yuen,ArmoredCruiser,China,15cm RKL/35 C/80,5.9,112.4,4.0,8.0,7818.0,17.0,35.0,6000.0,6.0,4.4,Medium,0.4,2.6
25,Ping Yuen,ArmoredCruiser,China,15cm RKL/35 C/80,5.9,112.4,4.0,8.0,7818.0,17.0,35.0,8000.0,8.0,3.6,Medium,0.6,2.2
26,Kuang Chia,LightCruiser,China,15cm RKL/35 C/80,5.9,112.4,4.0,8.0,7818.0,17.0,35.0,2000.0,2.0,7.2,Short,0.1,4.5
26,Kuang Chia,LightCruiser,China,15cm RKL/35 C/80,5.9,112.4,4.0,8.0,7818.0,17.0,35.0,4000.0,4.0,5.6,Medium,0.3,3.3
26,Kuang Chia,LightCruiser,China,15cm RKL/35 C/80,5.9,112.4,4.0,8.0,7818.0,17.0,35.0,6000.0,6.0,4.4,Medium,0.4,2.6
26,Kuang Chia,LightCruiser,China,15cm RKL/35 C/80,5.9,112.4,4.0,8.0,7818.0,17.0,35.0,8000.0,8.0,3.6,Medium,0.6,2.2
27,Kuang Chia,LightCruiser,China,12cm RKL/35 C/80,4.7,57.3,4.0,8.0,8797.0,13.0,35.0,2000.0,2.0,7.0,Short,0.0,3.1
27,Kuang Chia,LightCruiser,China,12cm RKL/35 C/80,4.7,57.3,4.0,8.0,8797.0,13.0,35.0,4000.0,4.0,5.4,Medium,0.1,2.2
27,Kuang Chia,LightCruiser,China,12cm RKL/35 C/80,4.7,57.3,4.0,8.0,8797.0,13.0,35.0,6000.0,6.0,4.1,Medium,0.3,1.8
27,Kuang Chia,LightCruiser,China,12cm RKL/35 C/80,4.7,57.3,4.0,8.0,8797.0,13.0,35.0,8000.0,8.0,3.3,Long,0.5,1.5
27,Kuang Chia,LightCruiser,China,12cm RKL/35 C/80,4.7,57.3,4.0,8.0,8797.0,13.0,35.0,10000.0,10.0,3.0,Long,0.7,1.4
28,Wei Yuen,PatrolGunboat,China,Armstrong 7'' Gun,7.0,112.4,4.0,8.0,7818.0,20.0,,2000.0,2.0,7.2,Short,0.1,4.5
28,Wei Yuen,PatrolGunboat,China,Armstrong 7'' Gun,7.0,112.4,4.0,8.0,7818.0,20.0,,4000.0,4.0,5.6,Medium,0.3,3.3
28,Wei Yuen,PatrolGunboat,China,Armstrong 7'' Gun,7.0,112.4,4.0,8.0,7818.0,20.0,,6000.0,6.0,4.4,Medium,0.4,2.6
28,Wei Yuen,PatrolGunboat,China,Armstrong 7'' Gun,7.0,112.4,4.0,8.0,7818.0,20.0,,8000.0,8.0,3.6,Medium,0.6,2.2
29,Wei Yuen,PatrolGunboat,China,Armstrong 4.7'' Gun,4.7,57.3,4.0,8.0,8797.0,13.0,,2000.0,2.0,7.0,Short,0.0,3.1
29,Wei Yuen,PatrolGunboat,China,Armstrong 4.7'' Gun,4.7,57.3,4.0,8.0,8797.0,13.0,,4000.0,4.0,5.4,Medium,0.1,2.2
29,Wei Yuen,PatrolGunboat,China,Armstrong 4.7'' Gun,4.7,57.3,4.0,8.0,8797.0,13.0,,6000.0,6.0,4.1,Medium,0.3,1.8
29,Wei Yuen,PatrolGunboat,China,Armstrong 4.7'' Gun,4.7,57.3,4.0,8.0,8797.0,13.0,,8000.0,8.0,3.3,Long,0.5,1.5
29,Wei Yuen,PatrolGunboat,China,Armstrong 4.7'' Gun,4.7,57.3,4.0,8.0,8797.0,13.0,,10000.0,10.0,3.0,Long,0.7,1.4
30,Fuso,Battleship,Japan,24cm RKL/20 C/67,9.5,306.4,0.8,1.6,8475.0,27.0,20.0,2000.0,2.0,1.6,Short,0.1,5.5
30,Fuso,Battleship,Japan,24cm RKL/20 C/67,9.5,306.4,0.8,1.6,8475.0,27.0,20.0,4000.0,4.0,1.6,Medium,0.3,4.4
30,Fuso,Battleship,Japan,24cm RKL/20 C/67,9.5,306.4,0.8,1.6,8475.0,27.0,20.0,6000.0,6.0,1.6,Medium,0.6,3.7
30,Fuso,Battleship,Japan,24cm RKL/20 C/67,9.5,306.4,0.8,1.6,8475.0,27.0,20.0,8000.0,8.0,1.6,Long,1.0,3.3
30,Fuso,Battleship,Japan,24cm RKL/20 C/67,9.5,306.4,0.8,1.6,8475.0,27.0,20.0,10000.0,10.0,1.6,Long,1.1,3.2
31,Fuso,Battleship,Japan,15cm/35 EOC,6.0,100.0,5.0,10.0,8828.0,16.0,35.0,2000.0,2.0,7.3,Short,0.1,4.7
31,Fuso,Battleship,Japan,15cm/35 EOC,6.0,100.0,5.0,10.0,8828.0,16.0,35.0,4000.0,4.0,5.7,Short,0.2,3.3
31,Fuso,Battleship,Japan,15cm/35 EOC,6.0,100.0,5.0,10.0,8828.0,16.0,35.0,6000.0,6.0,4.5,Medium,0.4,2.6
31,Fuso,Battleship,Japan,15cm/35 EOC,6.0,100.0,5.0,10.0,8828.0,16.0,35.0,8000.0,8.0,3.6,Long,0.6,2.2
31,Fuso,Battleship,Japan,15cm/35 EOC,6.0,100.0,5.0,10.0,8828.0,16.0,35.0,10000.0,10.0,3.3,Long,0.7,2.1
32,Itsukushima,LightCruiser,Japan,32cm/38 M1887,12.6,992.0,0.3,0.6,11390.0,42.0,38.0,2000.0,2.0,0.6,Short,0.3,13.3
