battery_id,ship_name,ship_type,country,battery_name,observed_code,observed_left,latent_left,latent_minus_observed,rounded_latent,rounded_delta,internal_exact,internal_mae,internal_max_abs,range_yards,shell_size_inch,rate_of_fire,damage_rating,best_true_code,p_observed_code,p_best_true_code,observed_code_mu,best_code_mu,observed_code_z,best_code_z,log_likelihood_gain_best_vs_observed,is_reassigned_by_em,review_score
12,Chi Yuan,LightCruiser,China,15cm RKL/35 C/80,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,7818.0,5.9,4.0,17.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
13,Kuang Yi,PatrolGunboat,China,12cm SKL/40 C/88,Y,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,11833.0,4.7,5.0,13.0,Y,0.9935408684418782,0.9935408684418782,7.835610940906682,7.835610940906682,0.2510029900986151,0.2510029900986151,0.0,False,0.5064591315581218
14,Ting Yuen,Battleship,China,30.5cm RKL/25 C/80,Y,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,7904.0,12.0,0.6,38.0,Y,0.9935408684418782,0.9935408684418782,7.835610940906682,7.835610940906682,0.2510029900986151,0.2510029900986151,0.0,False,0.5064591315581218
15,Ting Yuen,Battleship,China,15cm RKL/35 C/80,Y,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,7818.0,5.9,4.0,17.0,Z,0.048026068974609815,0.9519198002029422,7.835610940906682,5.5645389445571,-4.220751574896799,-1.8440031118526847,7.2071981902357125,True,3.253773478584318
16,Chin Yen (1896),Battleship,Japan,30.5cm RKL/25 C/80,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,7940.0,12.0,0.6,38.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
17,Chin Yen (1896),Battleship,Japan,15cm/45 EOC/VSM,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,12282.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
18,Chao Yung,LightCruiser,China,10''/26 25-Ton BLR,Y,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,7999.0,10.0,0.8,30.0,Y,0.9935408684418782,0.9935408684418782,7.835610940906682,7.835610940906682,0.2510029900986151,0.2510029900986151,0.0,False,0.5064591315581218
19,Chao Yung,LightCruiser,China,4.75''/22 40-pdr 1.32-Ton BLR,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,5198.0,4.8,3.0,12.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
20,Chih Yuan,LightCruiser,China,21cm RKL/30 C/84,Y,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,8228.0,8.2,1.0,26.0,Y,0.9935408684418782,0.9935408684418782,7.835610940906682,7.835610940906682,0.2510029900986151,0.2510029900986151,0.0,False,0.5064591315581218
21,Chih Yuan,LightCruiser,China,15cm RKL/35 C/80,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,7818.0,5.9,4.0,17.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
22,King Yuan,ArmoredCruiser,China,21cm RKL/22,Y,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,6124.0,8.2,0.8,23.0,Y,0.9935408684418782,0.9935408684418782,7.835610940906682,7.835610940906682,0.2510029900986151,0.2510029900986151,0.0,False,0.5064591315581218
23,King Yuan,ArmoredCruiser,China,15cm RKL/35 C/80,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,7818.0,5.9,4.0,17.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
24,Ping Yuen,ArmoredCruiser,China,26cm RKL C/83,Y,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,9590.0,10.4,0.5,34.0,Y,0.9935408684418782,0.9935408684418782,7.835610940906682,7.835610940906682,0.2510029900986151,0.2510029900986151,0.0,False,0.5064591315581218
25,Ping Yuen,ArmoredCruiser,China,15cm RKL/35 C/80,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,7818.0,5.9,4.0,17.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
26,Kuang Chia,LightCruiser,China,15cm RKL/35 C/80,Z,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,7818.0,5.9,4.0,17.0,Z,0.5569646537356949,0.5569646537356949,5.5645389445571,5.5645389445571,2.6277514531427295,2.6277514531427295,0.0,False,0.9430353462643051
27,Kuang Chia,LightCruiser,China,12cm RKL/35 C/80,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,8797.0,4.7,4.0,13.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
28,Wei Yuen,PatrolGunboat,China,Armstrong 7'' Gun,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,7818.0,7.0,4.0,20.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
29,Wei Yuen,PatrolGunboat,China,Armstrong 4.7'' Gun,Z,3.0,3.8025250446316754,0.8025250446316754,4,1.0,0.775,0.225,1.0,8797.0,4.7,4.0,13.0,Z,0.9999835166847404,0.9999835166847404,5.5645389445571,5.5645389445571,-1.8440031118526847,-1.8440031118526847,0.0,False,0.5000164833152596
30,Fuso,Battleship,Japan,24cm RKL/20 C/67,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,8475.0,9.5,0.8,27.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
31,Fuso,Battleship,Japan,15cm/35 EOC,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,8828.0,6.0,5.0,16.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
32,Itsukushima,LightCruiser,Japan,32cm/38 M1887,Z,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,11390.0,12.6,0.3,42.0,Y,0.0884219943761861,0.4729311270647207,5.5645389445571,7.835610940906682,3.5119060740825714,1.135157611038457,5.522450735639762,True,2.2921906895337543
33,Itsukushima,LightCruiser,Japan,4.7''/40 QF Type 41,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,8412.0,4.7,4.5,12.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
34,Itsukushima (1902),LightCruiser,Japan,32cm/38 M1887,S,12.0,11.965601513537752,-0.034398486462247746,12,0.0,0.975,0.025,1.0,11390.0,12.6,0.3,42.0,S,0.9973160995517909,0.9973160995517909,11.502780716832241,11.502780716832241,0.4843565589302232,0.4843565589302232,0.0,False,0.002683900448209098
35,Itsukushima (1902),LightCruiser,Japan,4.7''/40 QF Type 41,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9899.0,4.7,6.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
36,Matsushima,LightCruiser,Japan,32cm/38 M1887,Z,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,11390.0,12.6,0.3,42.0,Y,0.0884219943761861,0.4729311270647207,5.5645389445571,7.835610940906682,3.5119060740825714,1.135157611038457,5.522450735639762,True,2.2921906895337543
37,Matsushima,LightCruiser,Japan,4.7''/40 QF Type 41,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,8412.0,4.7,4.5,12.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
38,Matsushima (1902),LightCruiser,Japan,32cm/38 M1887,S,12.0,11.965601513537752,-0.034398486462247746,12,0.0,0.975,0.025,1.0,11390.0,12.6,0.3,42.0,S,0.9973160995517909,0.9973160995517909,11.502780716832241,11.502780716832241,0.4843565589302232,0.4843565589302232,0.0,False,0.002683900448209098
39,Matsushima (1902),LightCruiser,Japan,4.7''/40 QF Type 41,Y,7.0,7.1284826251476785,0.1284826251476785,7,0.0,0.925,0.075,1.0,9899.0,4.7,4.5,12.0,Y,0.9926238736977273,0.9926238736977273,7.835610940906682,7.835610940906682,-0.7400320819228152,-0.7400320819228152,0.0,False,0.00737612630227269
40,Kongo,ArmoredCruiser,Japan,17cm RKL/25 C/74,Z,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,6294.0,6.7,3.5,18.0,Z,0.934294896060294,0.934294896060294,5.5645389445571,5.5645389445571,1.6547869574809255,1.6547869574809255,0.0,False,0.06570510393970597
41,Kongo,ArmoredCruiser,Japan,15cm RKL/25 C/75,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,6110.0,5.9,4.5,16.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
42,Chiyoda,ArmoredCruiser,Japan,4.7''/40 QF Type 41,Y,9.0,8.852419938471993,-0.14758006152800718,9,0.0,0.925,0.075,1.0,9899.0,4.7,6.0,12.0,Y,0.9777974858728694,0.9777974858728694,7.835610940906682,7.835610940906682,1.064122681296441,1.064122681296441,0.0,False,0.02220251412713059
43,Maya,PatrolGunboat,Japan,21cm RKL/22 C/67,Z,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,6124.0,8.3,0.8,23.0,Z,0.934294896060294,0.934294896060294,5.5645389445571,5.5645389445571,1.6547869574809255,1.6547869574809255,0.0,False,0.06570510393970597
44,Maya,PatrolGunboat,Japan,12cm/25 Krupp C/78,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,5711.0,4.7,3.0,12.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
45,Saikyo Maru,ArmedMerchantCruiser,Japan,4.7in/40 EOC Pattern P,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,8412.0,4.7,4.5,12.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
46,Katsuragi,LightCruiser,Japan,17cm RKL/25 C/74,Z,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,6294.0,6.7,3.5,18.0,Z,0.934294896060294,0.934294896060294,5.5645389445571,5.5645389445571,1.6547869574809255,1.6547869574809255,0.0,False,0.06570510393970597
47,Katsuragi,LightCruiser,Japan,12cm/25 Krupp C/78,Z,6.0,5.3740614920467,-0.6259385079533004,5,-1.0,0.925,0.075,1.0,5711.0,4.7,3.0,12.0,Z,0.9991705497458618,0.9991705497458618,5.5645389445571,5.5645389445571,-0.1993406608096656,-0.1993406608096656,0.0,False,0.5008294502541382
48,Tenryu,LightCruiser,Japan,15cm RKL L/25 C/75,Z,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,6110.0,5.9,4.5,16.0,Z,0.934294896060294,0.934294896060294,5.5645389445571,5.5645389445571,1.6547869574809255,1.6547869574809255,0.0,False,0.06570510393970597
49,Tenryu,LightCruiser,Japan,12cm/25 Krupp C/78,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,5711.0,4.7,3.0,12.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
50,Takao,LightCruiser,Japan,15cm RKL/25 C/75,Z,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,6110.0,5.9,4.5,16.0,Y,0.0884219943761861,0.4729311270647207,5.5645389445571,7.835610940906682,3.5119060740825714,1.135157611038457,5.522450735639762,True,2.2921906895337543
51,Takao,LightCruiser,Japan,12cm/25 Krupp C/78,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,5711.0,4.7,3.0,12.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
52,Fuji,Battleship,Japan,30cm/40.4 EOC,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,16371.0,12.0,1.0,40.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
53,Fuji,Battleship,Japan,15cm/40 EOC,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,10241.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
54,Fuji (1902),Battleship,Japan,30cm/40.4 EOC,S,12.0,11.965601513537752,-0.034398486462247746,12,0.0,0.975,0.025,1.0,16371.0,12.0,1.0,40.0,S,0.9973160995517909,0.9973160995517909,11.502780716832241,11.502780716832241,0.4843565589302232,0.4843565589302232,0.0,False,0.002683900448209098
55,Fuji (1902),Battleship,Japan,15cm/40 EOC,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,10241.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
56,Rossiya,ArmoredCruiser,Russia,203mm/45 M1892,Q,11.0,11.595777003673888,0.5957770036738879,12,1.0,0.95,0.05,1.0,14199.0,8.0,1.5,22.0,Q,0.961141634213754,0.961141634213754,13.506626282430805,13.506626282430805,-1.9997640293634156,-1.9997640293634156,0.0,False,0.538858365786246
57,Rossiya,ArmoredCruiser,Russia,152mm/45 M1892,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,12199.0,6.0,5.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
58,Gromoboi,ArmoredCruiser,Russia,203mm/45 M1892,R,11.0,11.595777003673888,0.5957770036738879,12,1.0,0.95,0.05,1.0,14199.0,8.0,1.5,22.0,R,0.9953720351006154,0.9953720351006154,11.586301853239549,11.586301853239549,0.009916043730944868,0.009916043730944868,0.0,False,0.5046279648993846
59,Gromoboi,ArmoredCruiser,Russia,152mm/45 M1892,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,12199.0,6.0,5.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
60,Rurik,ArmoredCruiser,Russia,203mm/35 M1877,R,11.0,11.595777003673888,0.5957770036738879,12,1.0,0.95,0.05,1.0,9209.0,8.0,0.6,25.0,R,0.9953720351006154,0.9953720351006154,11.586301853239549,11.586301853239549,0.009916043730944868,0.009916043730944868,0.0,False,0.5046279648993846
61,Rurik,ArmoredCruiser,Russia,152mm/45 M1892,Y,7.0,7.600235187424167,0.6002351874241674,8,1.0,0.725,0.275,1.0,12199.0,6.0,5.0,16.0,Y,0.9950499986228265,0.9950499986228265,7.835610940906682,7.835610940906682,-0.24632814865694191,-0.24632814865694191,0.0,False,0.5049500013771735
62,Rurik,ArmoredCruiser,Russia,120mm/45 M1891,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,10800.0,4.7,5.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
63,Idzumo,ArmoredCruiser,Japan,20cm/45 No. 2 EOC,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
64,Idzumo,ArmoredCruiser,Japan,15cm/40 EOC Z,Y,7.0,7.186035191311596,0.1860351913115963,7,0.0,0.925,0.075,1.0,11082.0,6.0,6.0,16.0,Y,0.993205957985484,0.993205957985484,7.835610940906682,7.835610940906682,-0.6798015064966715,-0.6798015064966715,0.0,False,0.006794042014516055
65,Azuma,ArmoredCruiser,Japan,20cm/45 No. 2 EOC,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
66,Azuma,ArmoredCruiser,Japan,15cm/40 EOC Z,Y,7.0,7.186035191311596,0.1860351913115963,7,0.0,0.925,0.075,1.0,11082.0,6.0,6.0,16.0,Y,0.993205957985484,0.993205957985484,7.835610940906682,7.835610940906682,-0.6798015064966715,-0.6798015064966715,0.0,False,0.006794042014516055
67,Asama,ArmoredCruiser,Japan,20cm/45 No. 2 EOC,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
68,Asama,ArmoredCruiser,Japan,15cm/40 EOC Z,Y,7.0,7.186035191311596,0.1860351913115963,7,0.0,0.925,0.075,1.0,11082.0,6.0,6.0,16.0,Y,0.993205957985484,0.993205957985484,7.835610940906682,7.835610940906682,-0.6798015064966715,-0.6798015064966715,0.0,False,0.006794042014516055
69,Tsushima,LightCruiser,Japan,15cm/40 EOC Z,X,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,11082.0,6.0,6.0,16.0,X,0.9876393099672832,0.9876393099672832,9.926065968774456,9.926065968774456,0.8423720307157552,0.8423720307157552,0.0,False,0.012360690032716781
70,Bogatry,LightCruiser,Russia,152mm/45 M1892,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,12199.0,6.0,5.0,16.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
71,Yakumo,ArmoredCruiser,Japan,20cm/45 No. 2 EOC,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
72,Yakumo,ArmoredCruiser,Japan,15cm/40 EOC Z,Y,7.0,7.186035191311596,0.1860351913115963,7,0.0,0.925,0.075,1.0,11082.0,6.0,6.0,16.0,Y,0.993205957985484,0.993205957985484,7.835610940906682,7.835610940906682,-0.6798015064966715,-0.6798015064966715,0.0,False,0.006794042014516055
73,Suma,LightCruiser,Japan,15cm/40 EOC Z,X,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,11082.0,6.0,6.0,16.0,X,0.9876393099672832,0.9876393099672832,9.926065968774456,9.926065968774456,0.8423720307157552,0.8423720307157552,0.0,False,0.012360690032716781
74,Suma,LightCruiser,Japan,4.7''/40 QF Type 41,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9899.0,4.7,6.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
75,Variag,LightCruiser,Russia,152mm/45 M1892,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,12199.0,6.0,5.0,16.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
76,Korietz,PatrolGunboat,Russia,203mm/35 M1877,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,9209.0,8.0,0.6,25.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
77,Korietz,PatrolGunboat,Russia,152mm/35 M1887,Y,7.0,7.18499823032252,0.18499823032252039,7,0.0,0.925,0.075,1.0,8170.0,6.0,1.5,16.0,Y,0.9931963630310473,0.9931963630310473,7.835610940906682,7.835610940906682,-0.6808867188725822,-0.6808867188725822,0.0,False,0.006803636968952698
78,Korietz,PatrolGunboat,Russia,4.2''/20 9pdr M1879,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,5079.0,4.2,4.0,10.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
79,Poltava,Battleship,Russia,305mm/40 M1892,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,14845.0,12.0,1.0,38.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
80,Poltava,Battleship,Russia,152mm/45 M1892,W,8.0,8.180023609033878,0.18002360903387782,8,0.0,0.95,0.05,1.0,12199.0,6.0,3.0,16.0,W,0.9406600045948239,0.9406600045948239,9.600409617594442,9.600409617594442,-1.4864787502122143,-1.4864787502122143,0.0,False,0.059339995405176094
81,Poltava,Battleship,Russia,152mm/45 M1892,W,7.0,7.18499823032252,0.18499823032252039,7,0.0,0.925,0.075,1.0,12199.0,6.0,3.0,16.0,W,0.685384642721197,0.685384642721197,9.600409617594442,9.600409617594442,-2.527804187425733,-2.527804187425733,0.0,False,0.31461535727880297
82,Tsessarevitch,Battleship,Russia,305mm/40 M1892,Q,14.0,13.814554117336762,-0.18544588266323814,14,0.0,0.975,0.025,1.0,14845.0,12.0,1.0,38.0,Q,0.99979686134004,0.99979686134004,13.506626282430805,13.506626282430805,0.322256189815913,0.322256189815913,0.0,False,0.00020313865996002267
83,Tsessarevitch,Battleship,Russia,152mm/45 M1892,W,8.0,8.180023609033878,0.18002360903387782,8,0.0,0.95,0.05,1.0,12199.0,6.0,3.0,16.0,W,0.9406600045948239,0.9406600045948239,9.600409617594442,9.600409617594442,-1.4864787502122143,-1.4864787502122143,0.0,False,0.059339995405176094
